Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
570,0.9,0.37,1,0.96,0,0.75,0.48,0.81,0.94,0.79,0.91,0.75,0.94,0.95,0.4,0.84,0.71,0.07,0.84,0.89,0.92,0.3,0.98,0.28
571,0.9,0.38,1,0.96,0,0.9,0.48,0.81,0.94,0.79,0.92,0.77,0.94,0.94,0.4,0.86,0.7,0.07,0.84,0.9,0.92,0.29,0.98,0.3
572,0.9,0.34,1,0.96,0,0.88,0.48,0.79,0.94,0.79,0.91,0.77,0.93,0.93,0.39,0.84,0.69,0.07,0.83,0.89,0.91,0.29,0.98,0.25
573,0.9,0.34,0.99,0.98,0,0.91,0.47,0.48,0.94,0.79,0.89,0.77,0.92,0.93,0.4,0.84,0.69,0.07,0.83,0.89,0.93,0.29,0.98,0.22
574,0.91,0.36,1,0.97,0,0.84,0.48,0.46,0.95,0.79,0.91,0.76,0.93,0.94,0.41,0.83,0.7,0.08,0.83,0.89,0.93,0.29,0.98,0.26
575,0.9,0.37,1,0.95,0,0.82,0.48,0.45,0.95,0.79,0.92,0.76,0.95,0.94,0.41,0.86,0.7,0.08,0.77,0.9,0.93,0.29,0.98,0.23
576,0.9,0.36,0.99,0.95,0,0.83,0.44,0.46,0.95,0.79,0.92,0.77,0.94,0.94,0.42,0.86,0.69,0.07,0.84,0.91,0.92,0.29,0.98,0.24
577,0.89,0.36,1,0.96,0,0.92,0.48,0.46,0.94,0.79,0.91,0.77,0.93,0.95,0.42,0.86,0.69,0.08,0.84,0.9,0.92,0.29,0.98,0.24
578,0.92,0.37,1,0.96,0,0.91,0.46,0.48,0.94,0.79,0.91,0.77,0.93,0.93,0.42,0.86,0.69,0.07,0.86,0.9,0.92,0.29,0.98,0.23
579,0.89,0.37,0.99,0.97,0,0.92,0.45,0.47,0.94,0.8,0.9,0.77,0.91,0.92,0.41,0.83,0.68,0.06,0.83,0.89,0.92,0.29,0.98,0.26
580,0.9,0.36,1,0.96,0,0.91,0.42,0.47,0.94,0.78,0.9,0.77,0.91,0.93,0.41,0.87,0.67,0.06,0.83,0.9,0.92,0.29,0.98,0.24
581,0.9,0.38,1,0.94,0,0.93,0.47,0.8,0.94,0.78,0.91,0.77,0.92,0.93,0.39,0.86,0.68,0.07,0.81,0.91,0.91,0.29,0.98,0.27
582,0.9,0.35,1,0.95,0,0.79,0.45,0.81,0.94,0.78,0.89,0.76,0.91,0.93,0.38,0.84,0.67,0.07,0.83,0.9,0.92,0.29,0.97,0.25
583,0.91,0.38,1,0.96,0,0.81,0.43,0.79,0.93,0.78,0.89,0.76,0.91,0.93,0.39,0.86,0.67,0.08,0.84,0.9,0.93,0.29,0.98,0.2
584,0.88,0.4,0.99,0.94,0,0.87,0.46,0.49,0.94,0.78,0.9,0.76,0.91,0.94,0.41,0.82,0.68,0.08,0.84,0.9,0.91,0.29,0.98,0.21
585,0.86,0.39,1,0.94,0,0.93,0.4,0.48,0.94,0.78,0.9,0.77,0.92,0.95,0.4,0.82,0.69,0.08,0.82,0.9,0.9,0.29,0.98,0.19
586,0.84,0.39,1,0.94,0,0.93,0.44,0.47,0.94,0.78,0.9,0.77,0.93,0.95,0.41,0.8,0.71,0.08,0.79,0.9,0.88,0.29,0.97,0.23
587,0.89,0.37,1,0.96,0,0.94,0.44,0.48,0.94,0.79,0.9,0.77,0.92,0.95,0.41,0.82,0.7,0.07,0.82,0.9,0.92,0.29,0.98,0.25
588,0.87,0.37,1,0.97,0,0.88,0.48,0.79,0.94,0.79,0.92,0.77,0.93,0.95,0.38,0.83,0.71,0.07,0.84,0.88,0.93,0.29,0.98,0.3
589,0.9,0.36,0.99,0.97,0,0.92,0.49,0.79,0.94,0.79,0.92,0.77,0.94,0.95,0.39,0.85,0.7,0.07,0.85,0.89,0.93,0.29,0.98,0.28
590,0.85,0.35,1,0.98,0,0.87,0.5,0.78,0.93,0.79,0.92,0.77,0.94,0.95,0.39,0.86,0.7,0.08,0.86,0.9,0.95,0.29,0.99,0.25
591,0.9,0.35,0.97,0.97,0,0.93,0.48,0.47,0.92,0.77,0.91,0.76,0.92,0.9,0.43,0.81,0.7,0.06,0.82,0.84,0.91,0.3,0.99,0.22
592,0.88,0.35,0.97,0.97,0,0.75,0.47,0.49,0.93,0.78,0.9,0.74,0.92,0.92,0.42,0.79,0.72,0.07,0.8,0.85,0.91,0.29,0.98,0.19
593,0.78,0.31,0.88,0.96,0,0.75,0.44,0.49,0.92,0.74,0.89,0.7,0.91,0.71,0.46,0.59,0.76,0.08,0.66,0.81,0.76,0.29,0.96,0.34
594,0.81,0.34,0.91,0.95,0,0.75,0.44,0.48,0.92,0.75,0.9,0.72,0.92,0.78,0.44,0.66,0.74,0.08,0.73,0.82,0.81,0.29,0.96,0.28
595,0.85,0.35,0.96,0.97,0,0.92,0.45,0.49,0.93,0.77,0.91,0.75,0.94,0.89,0.43,0.77,0.72,0.08,0.79,0.85,0.89,0.29,0.98,0.2
596,0.85,0.38,0.98,0.97,0,0.9,0.46,0.49,0.93,0.78,0.91,0.76,0.93,0.94,0.42,0.78,0.71,0.08,0.81,0.86,0.9,0.29,0.98,0.26
597,0.62,0.31,0.77,0.96,0,0.73,0.5,0.8,0.93,0.69,0.94,0.68,0.95,0.45,0.43,0.45,0.85,0.11,0.55,0.77,0.59,0.3,0.94,0.22
598,0.66,0.31,0.77,0.97,0,0.67,0.5,0.5,0.93,0.69,0.93,0.67,0.95,0.45,0.53,0.48,0.83,0.15,0.57,0.78,0.6,0.3,0.94,0.24
599,0.66,0.32,0.63,0.96,0.3,0.64,0.48,0.5,0.92,0.68,0.93,0.73,0.93,0.44,0.53,0.49,0.83,0.18,0.59,0.78,0.6,0.3,0.94,0.28
600,0.68,0.31,0.65,0.97,0.33,0.64,0.48,0.5,0.93,0.66,0.94,0.77,0.93,0.42,0.54,0.46,0.84,0.2,0.63,0.78,0.65,0.28,0.95,0.28
601,0.74,0.29,0.69,0.97,0.29,0.64,0.5,0.48,0.93,0.69,0.92,0.75,0.91,0.42,0.54,0.45,0.85,0.22,0.65,0.77,0.7,0.28,0.96,0.27
602,0.76,0.27,0.7,0.97,0.25,0.33,0.51,0.49,0.93,0.67,0.91,0.75,0.89,0.38,0.54,0.39,0.87,0.21,0.65,0.7,0.67,0.29,0.95,0.26
603,0.92,0.41,1,0.95,0,0.85,0.48,0.49,0.93,0.8,0.91,0.77,0.93,0.95,0.42,0.9,0.68,0.07,0.84,0.91,0.95,0.29,0.99,0.21
604,0.88,0.41,1,0.95,0,0.8,0.47,0.48,0.93,0.79,0.91,0.76,0.93,0.95,0.4,0.86,0.68,0.07,0.81,0.91,0.9,0.29,0.98,0.23
605,0.9,0.41,1,0.96,0,0.93,0.46,0.48,0.93,0.79,0.92,0.77,0.94,0.95,0.41,0.86,0.69,0.07,0.8,0.91,0.91,0.29,0.98,0.23
606,0.65,0.33,0.81,0.94,0,0.69,0.49,0.48,0.93,0.65,0.93,0.6,0.94,0.53,0.5,0.61,0.77,0.06,0.6,0.82,0.63,0.3,0.95,0.27
607,0.7,0.31,0.81,0.95,0,0.68,0.48,0.48,0.93,0.68,0.88,0.63,0.9,0.53,0.49,0.65,0.72,0.07,0.58,0.84,0.66,0.3,0.95,0.26
608,0.67,0.3,0.81,0.97,0,0.78,0.47,0.49,0.93,0.65,0.92,0.61,0.95,0.53,0.5,0.68,0.73,0.07,0.62,0.84,0.67,0.3,0.95,0.23
609,0.82,0.37,0.93,0.96,0,0.79,0.45,0.49,0.92,0.76,0.9,0.73,0.92,0.81,0.44,0.82,0.67,0.07,0.73,0.92,0.84,0.29,0.98,0.27
610,0.84,0.36,0.93,0.96,0,0.74,0.45,0.49,0.93,0.76,0.89,0.73,0.91,0.81,0.44,0.82,0.67,0.07,0.75,0.92,0.84,0.29,0.98,0.27
611,0.85,0.38,0.93,0.96,0,0.87,0.46,0.49,0.93,0.76,0.89,0.74,0.91,0.82,0.43,0.81,0.66,0.07,0.75,0.91,0.85,0.29,0.97,0.23
612,0.85,0.37,0.97,0.95,0,0.83,0.45,0.49,0.92,0.78,0.89,0.76,0.92,0.92,0.41,0.85,0.68,0.07,0.79,0.93,0.9,0.29,0.98,0.2
613,0.83,0.35,0.93,0.94,0,0.74,0.44,0.49,0.93,0.76,0.89,0.73,0.92,0.81,0.44,0.73,0.7,0.07,0.76,0.91,0.82,0.29,0.97,0.27
614,0.88,0.4,1,0.96,0,0.78,0.48,0.47,0.94,0.79,0.91,0.77,0.94,0.95,0.41,0.85,0.69,0.07,0.83,0.92,0.92,0.29,0.98,0.27
615,0.88,0.38,0.99,0.96,0,0.9,0.48,0.47,0.94,0.79,0.91,0.78,0.94,0.95,0.42,0.86,0.69,0.07,0.84,0.95,0.93,0.29,0.98,0.25
616,0.88,0.39,1,0.96,0,0.9,0.48,0.47,0.94,0.79,0.91,0.77,0.94,0.95,0.41,0.84,0.69,0.08,0.83,0.95,0.93,0.29,0.98,0.23
617,0.87,0.38,1,0.96,0,0.91,0.47,0.47,0.93,0.79,0.91,0.77,0.94,0.95,0.41,0.85,0.69,0.08,0.82,0.95,0.91,0.29,0.98,0.24
618,0.85,0.39,1,0.95,0,0.8,0.46,0.46,0.93,0.78,0.91,0.76,0.94,0.95,0.41,0.86,0.69,0.07,0.81,0.97,0.9,0.29,0.98,0.3
619,0.82,0.38,1,0.95,0,0.79,0.46,0.46,0.93,0.8,0.91,0.75,0.94,0.95,0.4,0.82,0.7,0.07,0.8,0.94,0.89,0.29,0.98,0.27
620,0.8,0.35,0.93,0.95,0,0.85,0.48,0.46,0.94,0.77,0.91,0.73,0.93,0.81,0.44,0.7,0.75,0.07,0.77,0.92,0.8,0.29,0.97,0.23
621,0.82,0.35,0.93,0.96,0,0.89,0.5,0.47,0.93,0.77,0.91,0.74,0.94,0.81,0.44,0.76,0.72,0.06,0.78,0.93,0.83,0.29,0.98,0.21
622,0.86,0.4,1,0.93,0,0.86,0.49,0.47,0.93,0.79,0.91,0.76,0.94,0.95,0.42,0.85,0.7,0.06,0.82,0.96,0.9,0.29,0.98,0.22
623,0.86,0.4,1,0.93,0,0.8,0.48,0.47,0.94,0.79,0.91,0.76,0.94,0.95,0.41,0.83,0.7,0.07,0.81,0.95,0.88,0.29,0.98,0.21
624,0.82,0.35,0.93,0.94,0,0.86,0.52,0.43,0.95,0.76,0.93,0.74,0.95,0.78,0.44,0.72,0.74,0.06,0.64,0.94,0.79,0.29,0.97,0.23
625,0.79,0.37,0.93,0.94,0,0.04,0.53,0.42,0.95,0.76,0.93,0.66,0.97,0.78,0.45,0.72,0.74,0.08,0.67,0.94,0.77,0.29,0.97,0.14
626,0.66,0.28,0.67,0.95,0.28,0.68,0.45,0.44,0.94,0.63,0.91,0.73,0.87,0.35,0.51,0.4,0.83,0.15,0.55,0.82,0.59,0.3,0.94,0.25
627,0.7,0.28,0.74,0.96,0.28,0.61,0.45,0.43,0.94,0.63,0.9,0.73,0.87,0.44,0.5,0.59,0.74,0.12,0.61,0.84,0.69,0.3,0.96,0.28
628,0.75,0.31,0.81,0.97,0.17,0.71,0.44,0.45,0.93,0.69,0.92,0.77,0.9,0.62,0.47,0.66,0.73,0.09,0.65,0.87,0.75,0.29,0.96,0.19
629,0.76,0.32,0.89,0.96,0,0.83,0.45,0.44,0.94,0.74,0.92,0.72,0.92,0.73,0.45,0.66,0.74,0.07,0.74,0.9,0.77,0.29,0.97,0.21
630,0.8,0.37,0.93,0.95,0,0.66,0.47,0.44,0.94,0.76,0.91,0.72,0.95,0.82,0.43,0.75,0.72,0.07,0.75,0.94,0.82,0.3,0.98,0.24
631,0.78,0.36,0.93,0.95,0,0.69,0.45,0.45,0.94,0.76,0.91,0.72,0.94,0.81,0.43,0.72,0.74,0.07,0.75,0.93,0.82,0.3,0.97,0.26
632,0.74,0.32,0.89,0.95,0,0.82,0.43,0.46,0.93,0.73,0.9,0.7,0.92,0.72,0.45,0.61,0.76,0.07,0.69,0.9,0.75,0.29,0.96,0.24
633,0.76,0.35,0.9,0.95,0,0.75,0.43,0.46,0.93,0.71,0.89,0.7,0.91,0.74,0.44,0.61,0.75,0.06,0.7,0.91,0.75,0.29,0.97,0.17
634,0.77,0.35,0.93,0.95,0,0.81,0.43,0.45,0.94,0.74,0.9,0.71,0.92,0.81,0.43,0.65,0.75,0.06,0.72,0.91,0.81,0.29,0.97,0.23
635,0.77,0.32,0.88,0.95,0,0.88,0.45,0.46,0.94,0.73,0.92,0.7,0.94,0.71,0.46,0.58,0.78,0.07,0.73,0.89,0.76,0.29,0.96,0.24
636,0.84,0.34,0.93,0.96,0,0.86,0.44,0.46,0.94,0.74,0.92,0.72,0.93,0.82,0.42,0.68,0.73,0.06,0.77,0.92,0.83,0.29,0.98,0.23
637,0.86,0.35,0.96,0.94,0,0.87,0.42,0.45,0.94,0.76,0.89,0.74,0.9,0.88,0.41,0.76,0.69,0.07,0.79,0.94,0.87,0.29,0.98,0.24
638,0.68,0.28,0.8,0.95,0.11,0.68,0.46,0.44,0.94,0.67,0.95,0.65,0.95,0.63,0.48,0.5,0.83,0.11,0.64,0.83,0.69,0.28,0.96,0.08
639,0.69,0.29,0.8,0.94,0.11,0.67,0.48,0.44,0.95,0.67,0.95,0.64,0.97,0.64,0.48,0.51,0.83,0.09,0.65,0.85,0.7,0.29,0.96,0.24
640,0.74,0.31,0.83,0.94,0.11,0.71,0.49,0.44,0.95,0.69,0.95,0.66,0.97,0.71,0.47,0.55,0.81,0.09,0.62,0.88,0.73,0.29,0.96,0.24
641,0.81,0.35,0.87,0.95,0.08,0.73,0.48,0.44,0.95,0.71,0.94,0.68,0.95,0.82,0.44,0.61,0.79,0.09,0.7,0.9,0.77,0.3,0.97,0.2
642,0.76,0.36,0.9,0.95,0,0.74,0.46,0.44,0.95,0.73,0.93,0.7,0.94,0.87,0.42,0.7,0.75,0.07,0.75,0.9,0.78,0.29,0.97,0.26
643,0.8,0.35,0.93,0.96,0,0.86,0.48,0.43,0.95,0.75,0.93,0.73,0.94,0.81,0.44,0.74,0.74,0.05,0.79,0.93,0.81,0.29,0.97,0.23
644,0.85,0.34,0.96,0.96,0,0.87,0.5,0.44,0.94,0.76,0.94,0.75,0.95,0.88,0.44,0.78,0.73,0.06,0.79,0.93,0.86,0.29,0.98,0.23
645,0.91,0.37,0.98,0.95,0,0.73,0.5,0.51,0.95,0.77,0.95,0.75,0.97,0.93,0.44,0.84,0.72,0.06,0.83,0.97,0.89,0.29,0.98,0.22
646,0.92,0.39,0.99,0.94,0,0.88,0.49,0.51,0.95,0.79,0.93,0.76,0.96,0.94,0.43,0.84,0.71,0.06,0.83,0.98,0.91,0.29,0.98,0.25
647,0.89,0.39,0.99,0.92,0,0.88,0.49,0.51,0.94,0.79,0.93,0.76,0.96,0.94,0.43,0.82,0.72,0.06,0.82,0.98,0.89,0.29,0.98,0.23
648,0.89,0.37,1,0.95,0,0.81,0.52,0.5,0.95,0.79,0.94,0.76,0.97,0.95,0.43,0.84,0.74,0.06,0.66,0.98,0.91,0.29,0.98,0.21
649,0.84,0.37,0.93,0.96,0,0.86,0.52,0.5,0.94,0.76,0.95,0.73,0.97,0.81,0.47,0.75,0.75,0.06,0.61,0.95,0.81,0.29,0.97,0.2
650,0.79,0.34,0.93,0.97,0,0.86,0.52,0.51,0.94,0.76,0.94,0.73,0.96,0.81,0.47,0.73,0.75,0.06,0.66,0.93,0.81,0.29,0.97,0.25
651,0.78,0.34,0.88,0.97,0,0.81,0.49,0.53,0.94,0.74,0.93,0.71,0.94,0.71,0.48,0.66,0.76,0.16,0.65,0.9,0.74,0.29,0.96,0.19
652,0.35,0.61,0.22,0.98,0.71,0.23,0.5,0.62,0.86,0.62,0.86,0.77,0.83,0.36,0.47,0.31,0.8,0.55,0.35,0.87,0.19,0.29,0.91,0.21
653,0.39,0.53,0.27,0.97,0.71,0.23,0.49,0.54,0.88,0.62,0.88,0.77,0.83,0.35,0.49,0.31,0.81,0.43,0.36,0.85,0.28,0.3,0.92,0.21
654,0.44,0.45,0.26,0.97,0.9,0.21,0.48,0.56,0.88,0.62,0.89,0.77,0.84,0.23,0.5,0.31,0.83,0.44,0.38,0.83,0.4,0.3,0.93,0.24
655,0.27,0.71,0.08,0.98,0.91,0.15,0.47,0.48,0.71,0.41,0.5,0.77,0.38,0.38,0.27,0.31,0.51,0.66,0.28,0.93,0.1,0.3,0.91,1
656,0.27,0.81,0.08,0.98,0.94,0,0.23,0.49,0.88,0.45,0.89,0.77,0.77,0.36,0.5,0.31,0.79,0.65,0.26,0.83,0.13,0.29,0.91,0.25
657,0.63,0.27,0.66,0.94,0.33,0.7,0.4,0.51,0.92,0.65,0.87,0.81,0.83,0.28,0.53,0.35,0.86,0.07,0.54,0.8,0.57,0.3,0.94,0.24
658,0.76,0.48,0.96,0.94,0,0.7,0.48,0.5,0.94,0.77,0.87,0.73,0.89,0.85,0.42,0.72,0.71,0.1,0.71,0.91,0.81,0.3,0.97,0.22
659,0.78,0.41,0.89,0.95,0,0.79,0.5,0.51,0.94,0.74,0.88,0.71,0.91,0.67,0.46,0.6,0.77,0.1,0.66,0.89,0.72,0.29,0.96,0.21
660,0.73,0.35,0.81,0.96,0,0.66,0.47,0.52,0.94,0.71,0.88,0.66,0.91,0.55,0.5,0.47,0.84,0.1,0.56,0.83,0.62,0.29,0.94,0.17
661,0.68,0.33,0.74,0.95,0.19,0.68,0.46,0.51,0.94,0.68,0.91,0.77,0.89,0.39,0.54,0.43,0.85,0.11,0.58,0.82,0.64,0.29,0.95,0.16
662,0.67,0.36,0.77,0.94,0.15,0.66,0.48,0.5,0.94,0.69,0.93,0.76,0.92,0.45,0.54,0.43,0.85,0.1,0.63,0.83,0.67,0.3,0.95,0.29
663,0.67,0.35,0.77,0.95,0.15,0.73,0.5,0.42,0.96,0.69,0.94,0.77,0.93,0.42,0.53,0.49,0.85,0.16,0.63,0.85,0.69,0.29,0.95,0.18
664,0.59,0.32,0.69,0.94,0.1,0.77,0.52,0.43,0.95,0.63,0.95,0.59,0.97,0.37,0.54,0.37,0.89,0.12,0.46,0.81,0.52,0.3,0.94,0.22
665,0.62,0.36,0.69,0.94,0.2,0.8,0.52,0.43,0.94,0.65,0.93,0.6,0.96,0.37,0.53,0.35,0.88,0.13,0.46,0.83,0.58,0.3,0.94,0.2
666,0.66,0.37,0.62,0.93,0.4,0.22,0.5,0.46,0.93,0.63,0.93,0.78,0.89,0.4,0.53,0.36,0.87,0.15,0.57,0.83,0.56,0.29,0.95,0.09
667,0.63,0.34,0.62,0.93,0.4,0.58,0.5,0.47,0.93,0.62,0.94,0.77,0.89,0.37,0.53,0.36,0.87,0.16,0.57,0.82,0.58,0.29,0.95,0.18
668,0.64,0.35,0.62,0.93,0.4,0.7,0.51,0.46,0.93,0.62,0.95,0.73,0.92,0.32,0.54,0.36,0.87,0.13,0.56,0.82,0.58,0.3,0.95,0.28
669,0.65,0.34,0.62,0.94,0.43,0.21,0.52,0.46,0.95,0.62,0.98,0.73,0.96,0.31,0.57,0.36,0.9,0.13,0.5,0.83,0.63,0.29,0.95,0.23
670,0.66,0.31,0.62,0.96,0.45,0.69,0.51,0.47,0.95,0.62,0.97,0.73,0.95,0.33,0.56,0.36,0.89,0.13,0.59,0.83,0.66,0.29,0.95,0.16
671,0.65,0.34,0.74,0.96,0.12,0.74,0.49,0.48,0.95,0.65,0.96,0.59,0.98,0.43,0.55,0.49,0.84,0.1,0.6,0.83,0.64,0.3,0.95,0.25
672,0.62,0.31,0.68,0.96,0.21,0.89,0.48,0.5,0.92,0.64,0.94,0.6,0.96,0.33,0.54,0.39,0.86,0.13,0.54,0.82,0.58,0.3,0.95,0.12
673,0.63,0.34,0.7,0.95,0.2,0.67,0.47,0.51,0.93,0.65,0.94,0.59,0.96,0.38,0.55,0.39,0.88,0.14,0.56,0.83,0.6,0.29,0.95,0.26
674,0.6,0.36,0.7,0.95,0.21,0.22,0.46,0.49,0.94,0.65,0.94,0.55,0.97,0.38,0.56,0.39,0.88,0.14,0.55,0.83,0.59,0.29,0.94,0.23
675,0.58,0.37,0.7,0.95,0.21,0.21,0.44,0.52,0.94,0.65,0.93,0.54,0.96,0.38,0.55,0.39,0.87,0.13,0.54,0.83,0.56,0.3,0.94,0.25
676,0.64,0.41,0.71,0.9,0.22,0.77,0.42,0.52,0.96,0.61,0.96,0.54,0.99,0.37,0.57,0.37,0.91,0.13,0.54,0.85,0.6,0.3,0.94,0.2
677,0.64,0.41,0.71,0.92,0.22,0.69,0.42,0.5,0.96,0.61,0.95,0.54,0.97,0.37,0.57,0.37,0.9,0.12,0.56,0.85,0.62,0.29,0.94,0.16
678,0.66,0.41,0.8,0.95,0,0.78,0.44,0.49,0.96,0.67,0.93,0.62,0.94,0.57,0.52,0.52,0.8,0.1,0.62,0.85,0.63,0.29,0.95,0.18
679,0.69,0.39,0.86,0.96,0,0.78,0.46,0.49,0.96,0.7,0.92,0.66,0.94,0.67,0.5,0.58,0.79,0.09,0.67,0.88,0.71,0.29,0.96,0.24
680,0.72,0.39,0.89,0.96,0,0.77,0.46,0.49,0.96,0.72,0.92,0.69,0.93,0.73,0.48,0.59,0.77,0.08,0.69,0.88,0.74,0.29,0.96,0.27
681,0.74,0.36,0.91,0.96,0,0.88,0.46,0.49,0.95,0.75,0.91,0.72,0.92,0.78,0.46,0.62,0.77,0.08,0.74,0.89,0.81,0.29,0.97,0.26
682,0.89,0.41,0.96,0.95,0,0.73,0.46,0.48,0.96,0.77,0.91,0.72,0.93,0.89,0.46,0.73,0.74,0.07,0.81,0.93,0.87,0.28,0.97,0.24
683,0.88,0.43,0.99,0.95,0,0.85,0.47,0.49,0.96,0.79,0.92,0.76,0.95,0.95,0.44,0.77,0.72,0.08,0.8,0.94,0.91,0.29,0.98,0.2
684,0.86,0.42,1,0.96,0,0.86,0.47,0.48,0.96,0.79,0.9,0.76,0.93,0.92,0.43,0.75,0.72,0.07,0.8,0.95,0.9,0.29,0.98,0.22
685,0.75,0.34,0.88,0.97,0,0.92,0.48,0.48,0.96,0.74,0.93,0.72,0.94,0.67,0.5,0.61,0.79,0.05,0.72,0.89,0.76,0.29,0.97,0.2
686,0.75,0.37,0.9,0.96,0,0.85,0.48,0.49,0.96,0.74,0.91,0.73,0.93,0.77,0.48,0.6,0.79,0.07,0.68,0.88,0.77,0.29,0.97,0.11
687,0.76,0.39,0.9,0.94,0,0.9,0.48,0.49,0.96,0.74,0.92,0.73,0.93,0.77,0.47,0.59,0.78,0.07,0.71,0.87,0.75,0.29,0.97,0.14
688,0.76,0.36,0.9,0.93,0,0.86,0.48,0.48,0.96,0.74,0.93,0.72,0.95,0.76,0.47,0.6,0.79,0.07,0.7,0.88,0.74,0.29,0.96,0.21
689,0.7,0.31,0.69,0.95,0.41,0.23,0.49,0.51,0.95,0.8,0.86,0.81,0.86,0.76,0.48,0.41,0.85,0.15,0.62,0.82,0.71,0.29,0.96,0.19
690,0.66,0.34,0.74,0.95,0.21,0.61,0.47,0.48,0.96,0.66,0.93,0.6,0.95,0.5,0.55,0.42,0.86,0.21,0.62,0.82,0.67,0.29,0.95,0.24
691,0.68,0.34,0.74,0.97,0.21,0.76,0.49,0.47,0.96,0.67,0.93,0.62,0.97,0.5,0.55,0.39,0.87,0.19,0.64,0.81,0.69,0.3,0.95,0.28
692,0.78,0.35,0.88,0.99,0,0.93,0.49,0.49,0.95,0.73,0.91,0.71,0.93,0.84,0.46,0.69,0.74,0.09,0.71,0.87,0.78,0.29,0.97,0.2
693,0.82,0.36,0.93,0.98,0,0.86,0.47,0.49,0.95,0.75,0.89,0.73,0.91,0.92,0.43,0.75,0.69,0.07,0.78,0.89,0.83,0.29,0.98,0.23
694,0.85,0.4,1,0.97,0,0.87,0.48,0.48,0.96,0.79,0.9,0.76,0.91,0.94,0.43,0.8,0.7,0.08,0.83,0.91,0.9,0.29,0.98,0.24
695,0.89,0.39,1,0.97,0,0.87,0.48,0.5,0.96,0.78,0.91,0.76,0.93,0.95,0.44,0.8,0.71,0.08,0.81,0.92,0.9,0.29,0.98,0.27
696,0.74,0.32,0.86,0.98,0,0.67,0.51,0.51,0.94,0.73,0.88,0.68,0.9,0.63,0.48,0.6,0.75,0.08,0.59,0.84,0.68,0.29,0.96,0.14
697,0.74,0.3,0.85,0.98,0,0.76,0.5,0.51,0.94,0.73,0.89,0.69,0.92,0.63,0.5,0.59,0.77,0.08,0.62,0.84,0.69,0.3,0.96,0.24
698,0.74,0.3,0.86,0.98,0,0.76,0.49,0.51,0.94,0.73,0.89,0.69,0.91,0.64,0.5,0.58,0.76,0.08,0.66,0.82,0.68,0.29,0.95,0.29
699,0.8,0.36,0.94,0.97,0,0.77,0.52,0.46,0.97,0.76,0.92,0.73,0.94,0.85,0.46,0.77,0.71,0.08,0.72,0.88,0.84,0.3,0.98,0.19
700,0.86,0.4,1,0.95,0,0.9,0.52,0.47,0.96,0.79,0.93,0.76,0.96,0.92,0.46,0.87,0.7,0.07,0.7,0.94,0.92,0.3,0.98,0.22
701,0.88,0.4,1,0.95,0,0.75,0.52,0.47,0.97,0.79,0.92,0.75,0.96,0.91,0.46,0.88,0.71,0.08,0.73,0.93,0.91,0.29,0.98,0.2
702,0.9,0.4,1,0.94,0,0.67,0.51,0.47,0.97,0.79,0.93,0.74,0.97,0.91,0.45,0.89,0.7,0.08,0.79,0.94,0.91,0.29,0.98,0.17
703,0.91,0.41,0.99,0.94,0,0.78,0.5,0.47,0.96,0.79,0.92,0.75,0.95,0.94,0.45,0.88,0.69,0.09,0.79,0.94,0.91,0.29,0.98,0.18
704,0.87,0.39,1,0.94,0,0.86,0.52,0.49,0.96,0.79,0.92,0.76,0.93,0.96,0.45,0.82,0.71,0.07,0.69,0.92,0.9,0.29,0.98,0.24
705,0.86,0.36,0.99,0.93,0,0.91,0.48,0.5,0.95,0.79,0.87,0.77,0.9,0.95,0.43,0.81,0.69,0.07,0.76,0.91,0.9,0.29,0.98,0.27
706,0.77,0.32,0.91,0.97,0,0.85,0.48,0.49,0.96,0.75,0.88,0.73,0.9,0.78,0.47,0.64,0.73,0.07,0.73,0.86,0.8,0.29,0.97,0.24
707,0.79,0.33,0.91,0.97,0,0.81,0.48,0.49,0.96,0.73,0.89,0.71,0.9,0.79,0.46,0.68,0.72,0.07,0.73,0.86,0.8,0.29,0.97,0.27
708,0.79,0.32,0.91,0.98,0,0.83,0.47,0.49,0.96,0.75,0.89,0.71,0.91,0.79,0.45,0.68,0.73,0.08,0.72,0.86,0.81,0.29,0.97,0.27
709,0.79,0.3,0.89,0.99,0,0.71,0.48,0.49,0.96,0.74,0.9,0.69,0.92,0.73,0.49,0.61,0.76,0.08,0.71,0.83,0.77,0.29,0.97,0.25
710,0.77,0.29,0.88,0.99,0,0.79,0.49,0.5,0.96,0.74,0.9,0.7,0.92,0.72,0.48,0.64,0.76,0.08,0.7,0.84,0.77,0.29,0.97,0.3
711,0.73,0.31,0.88,0.98,0,0.83,0.48,0.5,0.95,0.74,0.9,0.7,0.92,0.72,0.49,0.63,0.76,0.08,0.69,0.84,0.76,0.29,0.97,0.33
712,0.73,0.3,0.85,0.96,0,0.78,0.46,0.5,0.95,0.73,0.88,0.69,0.9,0.64,0.5,0.56,0.77,0.08,0.65,0.82,0.72,0.3,0.96,0.25
713,0.72,0.31,0.86,0.98,0,0.66,0.48,0.48,0.96,0.73,0.88,0.68,0.9,0.64,0.5,0.58,0.78,0.08,0.68,0.81,0.72,0.29,0.96,0.25
714,0.76,0.29,0.91,0.97,0,0.86,0.48,0.5,0.95,0.75,0.84,0.74,0.84,0.85,0.44,0.62,0.73,0.09,0.71,0.8,0.79,0.29,0.97,0.23
