Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
134,0.46,0.73,0.24,0.90,0.84,0.21,0.42,0.97,0.89,0.74,0.89,0.89,0.86,0.39,0.39,0.36,0.85,0.51,0.34,0.85,0.29,0.32,0.92,0.28
135,0.46,0.71,0.24,0.91,0.84,0.19,0.42,0.98,0.90,0.74,0.89,0.89,0.86,0.37,0.39,0.36,0.85,0.49,0.33,0.85,0.28,0.32,0.92,0.28
136,0.46,0.73,0.24,0.91,0.84,0.19,0.42,0.98,0.90,0.74,0.89,0.89,0.86,0.39,0.39,0.36,0.85,0.48,0.33,0.85,0.28,0.32,0.91,0.28
137,0.46,0.81,0.24,0.91,0.84,0.18,0.43,0.97,0.90,0.74,0.89,0.89,0.86,0.38,0.39,0.36,0.85,0.47,0.33,0.85,0.28,0.30,0.91,0.28
138,0.46,0.82,0.24,0.91,0.85,0.17,0.43,0.98,0.90,0.74,0.89,0.89,0.86,0.38,0.38,0.36,0.85,0.46,0.34,0.85,0.30,0.31,0.91,0.28
139,0.69,0.56,0.86,0.90,0.00,0.70,0.47,0.52,0.95,0.76,0.90,0.70,0.93,0.68,0.49,0.57,0.75,0.12,0.69,0.90,0.72,0.32,0.96,0.25
140,0.69,0.53,0.86,0.91,0.00,0.70,0.46,0.52,0.95,0.76,0.90,0.71,0.93,0.66,0.51,0.59,0.76,0.11,0.67,0.89,0.73,0.31,0.96,0.24
141,0.69,0.57,0.86,0.91,0.00,0.70,0.46,0.52,0.95,0.76,0.89,0.70,0.93,0.65,0.50,0.59,0.76,0.11,0.66,0.89,0.69,0.32,0.96,0.25
142,0.69,0.53,0.85,0.91,0.00,0.70,0.45,0.52,0.95,0.76,0.89,0.70,0.93,0.64,0.50,0.60,0.76,0.10,0.65,0.88,0.71,0.34,0.96,0.24
143,0.69,0.50,0.85,0.91,0.00,0.70,0.45,0.52,0.95,0.76,0.89,0.70,0.93,0.64,0.50,0.60,0.75,0.10,0.64,0.88,0.68,0.31,0.96,0.24
144,0.69,0.51,0.86,0.91,0.00,0.70,0.44,0.52,0.95,0.76,0.89,0.70,0.93,0.65,0.50,0.60,0.75,0.09,0.63,0.88,0.71,0.31,0.96,0.23
145,0.68,0.47,0.86,0.91,0.00,0.70,0.43,0.52,0.95,0.76,0.89,0.70,0.94,0.65,0.50,0.60,0.75,0.09,0.61,0.88,0.69,0.30,0.96,0.24
146,0.68,0.47,0.86,0.91,0.00,0.72,0.43,0.52,0.94,0.76,0.89,0.70,0.94,0.64,0.50,0.61,0.74,0.08,0.60,0.88,0.72,0.31,0.96,0.25
147,0.57,0.28,0.44,0.91,0.74,0.78,0.48,0.55,0.75,0.66,0.48,0.73,0.47,0.47,0.28,0.17,0.46,0.23,0.47,0.71,0.51,0.32,0.95,0.27
148,0.57,0.29,0.44,0.91,0.74,0.78,0.49,0.55,0.75,0.66,0.48,0.73,0.48,0.46,0.30,0.17,0.46,0.24,0.46,0.72,0.51,0.33,0.95,0.35
149,0.58,0.30,0.44,0.91,0.71,0.78,0.50,0.56,0.75,0.66,0.49,0.73,0.48,0.44,0.30,0.17,0.46,0.25,0.46,0.72,0.49,0.30,0.95,0.48
150,0.58,0.31,0.44,0.91,0.73,0.78,0.50,0.56,0.75,0.66,0.49,0.74,0.48,0.45,0.30,0.17,0.46,0.26,0.45,0.72,0.50,0.32,0.95,0.56
151,0.57,0.32,0.42,0.91,0.74,0.78,0.50,0.57,0.75,0.65,0.49,0.77,0.49,0.46,0.30,0.17,0.45,0.27,0.44,0.72,0.51,0.32,0.95,0.56
152,0.55,0.33,0.37,0.92,0.78,0.46,0.51,0.61,0.75,0.66,0.50,0.77,0.49,0.40,0.31,0.17,0.45,0.26,0.40,0.73,0.44,0.34,0.95,0.56
153,0.55,0.33,0.37,0.92,0.78,0.46,0.51,0.61,0.75,0.66,0.50,0.77,0.49,0.39,0.32,0.17,0.45,0.25,0.38,0.73,0.44,0.29,0.95,0.56
154,0.55,0.33,0.37,0.92,0.78,0.46,0.51,0.61,0.75,0.66,0.50,0.77,0.49,0.39,0.32,0.17,0.45,0.24,0.36,0.73,0.44,0.35,0.95,0.56
155,0.54,0.33,0.37,0.92,0.78,0.46,0.51,0.60,0.75,0.66,0.50,0.77,0.49,0.39,0.32,0.17,0.45,0.23,0.35,0.73,0.44,0.31,0.95,0.56
156,0.54,0.33,0.37,0.92,0.78,0.46,0.51,0.60,0.75,0.66,0.50,0.77,0.49,0.38,0.32,0.17,0.45,0.22,0.35,0.73,0.44,0.32,0.94,0.53
157,0.54,0.33,0.37,0.92,0.77,0.46,0.51,0.60,0.75,0.66,0.50,0.77,0.49,0.37,0.32,0.17,0.45,0.22,0.36,0.73,0.44,0.28,0.95,0.50
158,0.53,0.37,0.37,0.92,0.77,0.48,0.51,0.60,0.75,0.66,0.50,0.77,0.49,0.39,0.32,0.17,0.45,0.21,0.35,0.73,0.44,0.27,0.95,0.30
159,0.66,0.24,0.60,0.90,0.55,0.40,0.50,0.56,0.94,0.66,0.89,0.77,0.85,0.59,0.51,0.39,0.82,0.12,0.62,0.73,0.66,0.26,0.96,0.09
160,0.66,0.25,0.60,0.90,0.55,0.40,0.50,0.56,0.94,0.66,0.89,0.77,0.85,0.57,0.51,0.39,0.81,0.11,0.63,0.73,0.66,0.27,0.96,0.12
161,0.66,0.25,0.59,0.90,0.55,0.40,0.50,0.56,0.94,0.70,0.89,0.81,0.85,0.58,0.51,0.41,0.81,0.11,0.63,0.73,0.65,0.24,0.96,0.16
162,0.66,0.26,0.59,0.90,0.55,0.40,0.50,0.56,0.94,0.70,0.88,0.81,0.84,0.58,0.51,0.41,0.81,0.11,0.63,0.73,0.66,0.26,0.96,0.16
163,0.66,0.29,0.59,0.90,0.55,0.40,0.49,0.57,0.94,0.70,0.88,0.81,0.84,0.59,0.51,0.41,0.80,0.11,0.63,0.73,0.66,0.23,0.96,0.24
164,0.66,0.27,0.59,0.90,0.55,0.40,0.49,0.57,0.94,0.69,0.88,0.81,0.84,0.57,0.51,0.41,0.80,0.11,0.64,0.75,0.65,0.25,0.96,0.21
165,0.66,0.35,0.59,0.90,0.55,0.39,0.49,0.57,0.94,0.70,0.87,0.81,0.84,0.58,0.51,0.41,0.80,0.11,0.64,0.78,0.63,0.24,0.96,0.20
166,0.66,0.54,0.66,0.89,0.39,0.43,0.49,0.56,0.94,0.70,0.90,0.85,0.86,0.65,0.52,0.51,0.78,0.18,0.56,0.83,0.66,0.25,0.95,0.25
167,0.65,0.52,0.66,0.89,0.36,0.43,0.49,0.56,0.94,0.70,0.90,0.85,0.87,0.66,0.52,0.51,0.78,0.19,0.54,0.83,0.62,0.23,0.95,0.24
168,0.65,0.59,0.66,0.89,0.36,0.43,0.49,0.56,0.94,0.70,0.90,0.85,0.87,0.67,0.52,0.51,0.78,0.20,0.53,0.84,0.62,0.27,0.95,0.24
169,0.65,0.57,0.66,0.89,0.36,0.43,0.49,0.55,0.95,0.70,0.91,0.85,0.87,0.66,0.52,0.51,0.78,0.20,0.51,0.84,0.63,0.25,0.95,0.21
170,0.62,0.73,0.71,0.89,0.11,0.65,0.50,0.52,0.96,0.68,0.92,0.73,0.91,0.66,0.53,0.51,0.79,0.22,0.38,0.85,0.53,0.25,0.94,0.29
171,0.62,0.73,0.71,0.89,0.11,0.65,0.50,0.51,0.96,0.68,0.92,0.69,0.92,0.63,0.53,0.51,0.79,0.22,0.39,0.85,0.53,0.25,0.94,0.27
172,0.61,0.74,0.71,0.89,0.11,0.65,0.50,0.51,0.96,0.68,0.92,0.67,0.93,0.63,0.53,0.51,0.79,0.21,0.42,0.84,0.53,0.26,0.94,0.28
173,0.61,0.74,0.71,0.89,0.11,0.65,0.50,0.52,0.96,0.68,0.93,0.67,0.94,0.65,0.53,0.51,0.79,0.21,0.41,0.84,0.51,0.31,0.94,0.31
174,0.59,0.49,0.74,0.90,0.00,0.25,0.51,0.53,0.96,0.69,0.93,0.61,0.96,0.50,0.55,0.50,0.81,0.19,0.32,0.83,0.48,0.22,0.93,0.42
175,0.58,0.55,0.74,0.90,0.00,0.21,0.51,0.52,0.97,0.69,0.93,0.60,0.96,0.50,0.56,0.50,0.81,0.18,0.32,0.83,0.47,0.25,0.93,0.46
176,0.58,0.63,0.74,0.90,0.00,0.21,0.51,0.52,0.97,0.69,0.93,0.61,0.96,0.50,0.55,0.50,0.82,0.18,0.32,0.83,0.49,0.26,0.93,0.48
177,0.58,0.60,0.74,0.90,0.00,0.21,0.51,0.53,0.96,0.69,0.93,0.61,0.96,0.51,0.55,0.50,0.81,0.18,0.31,0.83,0.49,0.26,0.93,0.52
178,0.58,0.62,0.74,0.90,0.00,0.21,0.50,0.53,0.96,0.69,0.93,0.61,0.95,0.49,0.55,0.49,0.81,0.17,0.32,0.83,0.47,0.23,0.94,0.49
179,0.56,0.58,0.74,0.90,0.00,0.67,0.49,0.54,0.95,0.69,0.92,0.65,0.94,0.50,0.54,0.47,0.81,0.17,0.40,0.83,0.51,0.25,0.93,0.43
180,0.56,0.61,0.74,0.90,0.00,0.67,0.49,0.54,0.95,0.69,0.92,0.65,0.93,0.49,0.54,0.47,0.81,0.17,0.41,0.83,0.50,0.28,0.93,0.38
181,0.56,0.61,0.74,0.90,0.00,0.67,0.49,0.54,0.95,0.69,0.92,0.65,0.93,0.50,0.54,0.47,0.81,0.17,0.43,0.82,0.50,0.24,0.93,0.22
182,0.56,0.56,0.74,0.90,0.00,0.67,0.49,0.55,0.95,0.69,0.92,0.65,0.93,0.50,0.54,0.46,0.81,0.17,0.44,0.82,0.50,0.24,0.94,0.28
183,0.55,0.51,0.74,0.90,0.00,0.67,0.49,0.55,0.95,0.69,0.92,0.65,0.93,0.49,0.54,0.46,0.81,0.17,0.45,0.82,0.50,0.23,0.94,0.32
184,0.55,0.54,0.74,0.90,0.00,0.67,0.49,0.55,0.95,0.69,0.91,0.65,0.92,0.50,0.54,0.46,0.81,0.17,0.46,0.82,0.50,0.26,0.93,0.20
185,0.55,0.58,0.74,0.90,0.00,0.67,0.48,0.56,0.94,0.69,0.91,0.65,0.92,0.50,0.54,0.46,0.80,0.17,0.46,0.82,0.50,0.26,0.93,0.25
186,0.71,0.56,0.87,0.91,0.00,0.48,0.50,0.54,0.96,0.74,0.90,0.64,0.93,0.65,0.52,0.65,0.74,0.07,0.55,0.85,0.72,0.25,0.97,0.24
187,0.71,0.45,0.87,0.91,0.00,0.48,0.50,0.54,0.96,0.75,0.90,0.64,0.94,0.61,0.52,0.69,0.71,0.07,0.56,0.85,0.73,0.23,0.97,0.24
188,0.71,0.46,0.87,0.91,0.00,0.47,0.50,0.53,0.96,0.75,0.91,0.64,0.94,0.62,0.52,0.70,0.71,0.07,0.55,0.86,0.71,0.24,0.97,0.23
189,0.72,0.50,0.87,0.91,0.00,0.48,0.50,0.53,0.96,0.75,0.91,0.64,0.94,0.61,0.53,0.70,0.71,0.07,0.54,0.87,0.71,0.25,0.97,0.23
190,0.72,0.52,0.87,0.91,0.00,0.48,0.51,0.53,0.96,0.75,0.91,0.64,0.94,0.60,0.53,0.71,0.71,0.07,0.54,0.87,0.72,0.26,0.96,0.24
191,0.72,0.68,0.87,0.91,0.00,0.48,0.51,0.53,0.95,0.74,0.92,0.67,0.94,0.59,0.53,0.70,0.71,0.07,0.53,0.88,0.73,0.24,0.96,0.22
192,0.72,0.66,0.87,0.91,0.00,0.48,0.51,0.53,0.95,0.74,0.92,0.67,0.94,0.60,0.53,0.69,0.71,0.07,0.52,0.88,0.70,0.23,0.96,0.22
193,0.72,0.67,0.87,0.91,0.00,0.61,0.51,0.52,0.96,0.74,0.92,0.66,0.95,0.60,0.53,0.70,0.72,0.07,0.51,0.88,0.73,0.24,0.97,0.22
194,0.72,0.65,0.87,0.91,0.00,0.71,0.52,0.53,0.96,0.75,0.92,0.66,0.95,0.61,0.53,0.71,0.72,0.07,0.50,0.88,0.75,0.26,0.96,0.22
195,0.72,0.65,0.87,0.91,0.00,0.73,0.52,0.53,0.96,0.75,0.93,0.67,0.95,0.59,0.53,0.71,0.72,0.07,0.49,0.88,0.71,0.23,0.96,0.22
196,0.72,0.57,0.87,0.91,0.00,0.73,0.52,0.54,0.96,0.74,0.93,0.66,0.95,0.61,0.53,0.72,0.72,0.07,0.48,0.88,0.73,0.24,0.96,0.22
197,0.72,0.59,0.87,0.91,0.00,0.73,0.52,0.54,0.96,0.74,0.93,0.67,0.95,0.61,0.53,0.74,0.72,0.08,0.48,0.88,0.72,0.26,0.96,0.22
198,0.72,0.55,0.87,0.91,0.00,0.73,0.53,0.54,0.96,0.75,0.94,0.67,0.95,0.61,0.53,0.74,0.73,0.08,0.49,0.88,0.73,0.25,0.96,0.22
199,0.72,0.63,0.87,0.91,0.00,0.73,0.53,0.54,0.96,0.74,0.94,0.67,0.96,0.61,0.53,0.74,0.73,0.08,0.49,0.88,0.73,0.24,0.96,0.22
200,0.72,0.60,0.87,0.91,0.00,0.73,0.53,0.54,0.96,0.74,0.94,0.67,0.96,0.60,0.53,0.74,0.73,0.08,0.50,0.88,0.73,0.25,0.96,0.22
201,0.72,0.62,0.87,0.91,0.00,0.73,0.53,0.54,0.96,0.74,0.95,0.67,0.97,0.60,0.53,0.73,0.73,0.08,0.51,0.88,0.71,0.25,0.96,0.22
202,0.72,0.56,0.87,0.91,0.00,0.73,0.54,0.54,0.96,0.75,0.95,0.67,0.97,0.60,0.53,0.72,0.73,0.08,0.50,0.88,0.69,0.23,0.96,0.22
203,0.72,0.67,0.87,0.91,0.00,0.73,0.54,0.54,0.96,0.74,0.95,0.66,0.97,0.60,0.53,0.72,0.73,0.08,0.49,0.88,0.71,0.26,0.96,0.25
204,0.72,0.58,0.87,0.91,0.00,0.73,0.54,0.54,0.96,0.75,0.95,0.61,0.97,0.60,0.53,0.72,0.73,0.08,0.48,0.88,0.73,0.24,0.97,0.23
205,0.72,0.49,0.87,0.91,0.00,0.73,0.54,0.54,0.96,0.74,0.94,0.60,0.97,0.60,0.53,0.74,0.73,0.08,0.48,0.88,0.71,0.23,0.96,0.24
206,0.72,0.51,0.87,0.91,0.00,0.73,0.54,0.54,0.96,0.75,0.94,0.61,0.97,0.60,0.53,0.75,0.73,0.08,0.48,0.88,0.71,0.24,0.96,0.24
207,0.73,0.51,0.87,0.90,0.00,0.73,0.54,0.54,0.96,0.74,0.94,0.61,0.98,0.60,0.53,0.75,0.72,0.08,0.48,0.88,0.71,0.25,0.96,0.23
208,0.73,0.58,0.87,0.90,0.00,0.73,0.54,0.54,0.96,0.75,0.94,0.61,0.98,0.59,0.53,0.74,0.72,0.08,0.48,0.89,0.72,0.26,0.96,0.21
209,0.73,0.52,0.89,0.90,0.00,0.73,0.53,0.53,0.96,0.75,0.93,0.61,0.98,0.64,0.52,0.78,0.71,0.07,0.47,0.89,0.74,0.24,0.97,0.20
210,0.73,0.60,0.90,0.90,0.00,0.74,0.53,0.52,0.96,0.76,0.93,0.62,0.98,0.68,0.51,0.80,0.71,0.07,0.47,0.89,0.74,0.25,0.97,0.21
211,0.73,0.62,0.90,0.90,0.00,0.74,0.53,0.52,0.96,0.76,0.93,0.61,0.98,0.67,0.51,0.80,0.70,0.07,0.47,0.89,0.76,0.26,0.97,0.20
212,0.73,0.57,0.90,0.90,0.00,0.74,0.53,0.52,0.96,0.76,0.92,0.62,0.98,0.67,0.51,0.79,0.70,0.07,0.47,0.89,0.75,0.23,0.97,0.20
213,0.73,0.57,0.90,0.91,0.00,0.74,0.52,0.53,0.97,0.76,0.92,0.62,0.98,0.67,0.50,0.79,0.70,0.07,0.47,0.89,0.74,0.26,0.97,0.20
214,0.73,0.55,0.90,0.91,0.00,0.74,0.52,0.53,0.97,0.76,0.92,0.62,0.98,0.67,0.51,0.78,0.70,0.07,0.47,0.89,0.73,0.22,0.96,0.20
215,0.73,0.58,0.90,0.91,0.00,0.74,0.52,0.52,0.97,0.76,0.92,0.62,0.98,0.66,0.51,0.77,0.70,0.07,0.47,0.89,0.73,0.25,0.97,0.20
216,0.73,0.62,0.90,0.91,0.00,0.74,0.52,0.51,0.96,0.75,0.92,0.62,0.98,0.66,0.50,0.75,0.71,0.07,0.47,0.89,0.75,0.24,0.96,0.20
217,0.73,0.64,0.85,0.91,0.00,0.79,0.51,0.51,0.96,0.74,0.91,0.61,0.97,0.57,0.53,0.66,0.74,0.07,0.55,0.88,0.68,0.23,0.96,0.22
218,0.73,0.63,0.86,0.92,0.00,0.79,0.50,0.51,0.96,0.74,0.91,0.61,0.97,0.57,0.53,0.66,0.74,0.07,0.53,0.88,0.69,0.26,0.96,0.21
219,0.73,0.59,0.86,0.92,0.00,0.79,0.50,0.51,0.96,0.74,0.91,0.60,0.96,0.57,0.53,0.67,0.73,0.07,0.50,0.88,0.68,0.24,0.96,0.22
220,0.73,0.58,0.85,0.92,0.00,0.79,0.50,0.51,0.96,0.74,0.91,0.61,0.96,0.57,0.52,0.67,0.73,0.07,0.52,0.88,0.70,0.26,0.96,0.23
221,0.73,0.65,0.85,0.92,0.00,0.79,0.50,0.51,0.96,0.74,0.91,0.60,0.95,0.57,0.52,0.66,0.73,0.07,0.55,0.88,0.70,0.26,0.96,0.22
222,0.73,0.62,0.86,0.92,0.00,0.77,0.49,0.51,0.96,0.74,0.91,0.61,0.95,0.57,0.53,0.67,0.72,0.07,0.57,0.88,0.69,0.25,0.96,0.22
223,0.73,0.56,0.84,0.92,0.00,0.76,0.49,0.52,0.96,0.73,0.91,0.60,0.95,0.54,0.53,0.65,0.72,0.07,0.59,0.88,0.68,0.23,0.96,0.20
224,0.74,0.55,0.90,0.91,0.00,0.67,0.48,0.52,0.96,0.77,0.91,0.61,0.96,0.66,0.50,0.75,0.69,0.07,0.68,0.89,0.75,0.26,0.97,0.22
225,0.74,0.61,0.90,0.91,0.00,0.67,0.48,0.51,0.96,0.77,0.91,0.61,0.96,0.67,0.50,0.74,0.69,0.07,0.69,0.89,0.75,0.24,0.97,0.23
226,0.74,0.52,0.90,0.91,0.00,0.68,0.48,0.51,0.96,0.77,0.91,0.61,0.96,0.67,0.50,0.75,0.70,0.07,0.70,0.89,0.72,0.24,0.97,0.24
227,0.75,0.55,0.90,0.91,0.00,0.68,0.48,0.50,0.96,0.77,0.91,0.61,0.96,0.68,0.50,0.74,0.70,0.07,0.70,0.89,0.76,0.24,0.97,0.22
228,0.75,0.59,0.90,0.91,0.00,0.68,0.48,0.50,0.96,0.77,0.91,0.62,0.96,0.68,0.50,0.73,0.70,0.07,0.70,0.89,0.73,0.25,0.97,0.25
229,0.75,0.56,0.90,0.91,0.00,0.68,0.47,0.50,0.96,0.77,0.91,0.61,0.96,0.67,0.50,0.72,0.71,0.07,0.69,0.90,0.74,0.25,0.97,0.26
230,0.76,0.56,0.90,0.91,0.00,0.67,0.47,0.50,0.96,0.77,0.91,0.61,0.96,0.68,0.50,0.72,0.71,0.07,0.69,0.90,0.74,0.23,0.97,0.26
231,0.76,0.53,0.90,0.91,0.00,0.67,0.47,0.50,0.96,0.77,0.91,0.61,0.96,0.67,0.51,0.72,0.72,0.07,0.69,0.90,0.75,0.24,0.96,0.25
232,0.77,0.62,0.90,0.91,0.00,0.55,0.47,0.50,0.96,0.77,0.91,0.61,0.96,0.67,0.51,0.73,0.71,0.07,0.69,0.90,0.73,0.25,0.96,0.23
233,0.77,0.63,0.90,0.91,0.00,0.69,0.46,0.50,0.96,0.77,0.91,0.61,0.96,0.67,0.51,0.73,0.70,0.07,0.69,0.90,0.75,0.25,0.96,0.22
234,0.77,0.68,0.90,0.91,0.00,0.69,0.46,0.50,0.96,0.77,0.91,0.61,0.96,0.67,0.51,0.72,0.70,0.07,0.69,0.90,0.76,0.24,0.96,0.22
235,0.78,0.61,0.90,0.90,0.00,0.69,0.46,0.50,0.96,0.77,0.91,0.61,0.96,0.68,0.51,0.73,0.70,0.07,0.68,0.90,0.76,0.24,0.96,0.22
236,0.78,0.66,0.90,0.90,0.00,0.69,0.46,0.50,0.96,0.77,0.91,0.61,0.96,0.69,0.51,0.74,0.71,0.06,0.68,0.90,0.75,0.25,0.96,0.23
237,0.78,0.72,0.90,0.90,0.00,0.69,0.46,0.50,0.96,0.77,0.91,0.61,0.96,0.68,0.50,0.73,0.71,0.06,0.68,0.90,0.75,0.26,0.96,0.23
238,0.77,0.69,0.90,0.90,0.00,0.68,0.46,0.50,0.96,0.77,0.91,0.61,0.96,0.68,0.50,0.73,0.71,0.06,0.68,0.90,0.75,0.23,0.96,0.23
239,0.77,0.68,0.90,0.90,0.00,0.69,0.45,0.50,0.96,0.77,0.90,0.61,0.96,0.68,0.50,0.72,0.71,0.06,0.68,0.90,0.77,0.24,0.96,0.23
240,0.77,0.69,0.90,0.89,0.00,0.75,0.45,0.86,0.96,0.77,0.90,0.62,0.96,0.67,0.41,0.70,0.72,0.06,0.68,0.90,0.76,0.25,0.97,0.24
241,0.77,0.70,0.90,0.89,0.00,0.74,0.45,0.85,0.95,0.77,0.90,0.62,0.96,0.68,0.41,0.69,0.72,0.06,0.68,0.90,0.75,0.25,0.96,0.23
242,0.77,0.70,0.90,0.89,0.00,0.75,0.46,0.84,0.95,0.77,0.90,0.61,0.96,0.68,0.42,0.70,0.72,0.06,0.67,0.89,0.74,0.24,0.97,0.26
243,0.77,0.67,0.90,0.88,0.00,0.75,0.46,0.84,0.95,0.77,0.90,0.61,0.96,0.67,0.43,0.72,0.72,0.06,0.67,0.89,0.76,0.24,0.96,0.23
244,0.77,0.66,0.90,0.88,0.00,0.75,0.46,0.84,0.95,0.77,0.90,0.61,0.96,0.66,0.43,0.71,0.72,0.05,0.67,0.89,0.76,0.26,0.97,0.22
245,0.77,0.57,0.90,0.88,0.00,0.74,0.46,0.84,0.95,0.77,0.90,0.61,0.96,0.66,0.43,0.71,0.72,0.05,0.67,0.89,0.74,0.23,0.96,0.22
246,0.77,0.59,0.90,0.88,0.00,0.75,0.46,0.83,0.95,0.77,0.90,0.61,0.95,0.67,0.43,0.71,0.72,0.05,0.67,0.89,0.76,0.26,0.97,0.21
247,0.77,0.59,0.90,0.88,0.00,0.75,0.46,0.85,0.95,0.77,0.90,0.61,0.95,0.67,0.43,0.71,0.72,0.05,0.67,0.89,0.74,0.24,0.97,0.23
248,0.77,0.59,0.90,0.89,0.00,0.75,0.46,0.85,0.95,0.77,0.90,0.61,0.95,0.66,0.43,0.71,0.72,0.05,0.66,0.89,0.74,0.24,0.96,0.22
249,0.76,0.57,0.90,0.89,0.00,0.75,0.46,0.86,0.95,0.77,0.90,0.61,0.95,0.67,0.43,0.71,0.72,0.05,0.66,0.89,0.76,0.25,0.97,0.22
250,0.76,0.63,0.90,0.89,0.00,0.75,0.46,0.88,0.95,0.77,0.90,0.61,0.95,0.67,0.43,0.69,0.72,0.05,0.66,0.89,0.75,0.26,0.96,0.21
251,0.76,0.65,0.90,0.90,0.00,0.75,0.47,0.89,0.95,0.77,0.90,0.61,0.95,0.67,0.43,0.68,0.72,0.05,0.66,0.89,0.75,0.25,0.96,0.20
252,0.76,0.65,0.90,0.90,0.00,0.75,0.47,0.89,0.95,0.77,0.90,0.61,0.95,0.67,0.44,0.68,0.72,0.05,0.66,0.89,0.75,0.24,0.96,0.20
253,0.77,0.62,0.90,0.90,0.00,0.75,0.47,0.90,0.95,0.77,0.90,0.61,0.95,0.68,0.44,0.68,0.72,0.05,0.65,0.89,0.75,0.24,0.96,0.19
254,0.77,0.61,0.90,0.90,0.00,0.75,0.47,0.89,0.95,0.77,0.90,0.61,0.95,0.67,0.44,0.68,0.72,0.05,0.65,0.89,0.77,0.24,0.97,0.18
255,0.77,0.63,0.90,0.91,0.00,0.75,0.47,0.90,0.95,0.77,0.90,0.61,0.95,0.66,0.44,0.69,0.71,0.05,0.65,0.89,0.76,0.25,0.97,0.18
256,0.77,0.53,0.90,0.91,0.00,0.75,0.47,0.89,0.95,0.77,0.90,0.62,0.95,0.67,0.44,0.69,0.71,0.05,0.65,0.88,0.76,0.24,0.97,0.18
257,0.77,0.53,0.90,0.91,0.00,0.75,0.47,0.90,0.95,0.77,0.90,0.61,0.95,0.66,0.44,0.69,0.71,0.05,0.65,0.88,0.74,0.25,0.97,0.17
258,0.77,0.55,0.90,0.91,0.00,0.75,0.47,0.90,0.95,0.77,0.90,0.61,0.95,0.67,0.44,0.68,0.71,0.05,0.65,0.88,0.77,0.25,0.97,0.19
259,0.77,0.51,0.90,0.92,0.00,0.75,0.47,0.89,0.95,0.77,0.90,0.61,0.95,0.67,0.44,0.68,0.71,0.05,0.65,0.87,0.75,0.24,0.97,0.20
260,0.77,0.54,0.90,0.92,0.00,0.75,0.47,0.89,0.95,0.77,0.90,0.61,0.94,0.67,0.44,0.69,0.71,0.05,0.66,0.87,0.76,0.26,0.97,0.19
261,0.77,0.52,0.90,0.92,0.00,0.75,0.47,0.89,0.95,0.77,0.90,0.61,0.94,0.67,0.44,0.68,0.71,0.05,0.66,0.86,0.75,0.27,0.97,0.20
262,0.77,0.53,0.90,0.92,0.00,0.75,0.47,0.89,0.95,0.77,0.90,0.61,0.94,0.67,0.44,0.68,0.71,0.05,0.66,0.86,0.73,0.25,0.97,0.19
263,0.77,0.52,0.90,0.91,0.00,0.75,0.47,0.89,0.95,0.77,0.90,0.61,0.94,0.67,0.44,0.68,0.70,0.05,0.66,0.87,0.73,0.24,0.97,0.20
264,0.77,0.52,0.90,0.91,0.00,0.75,0.48,0.55,0.95,0.77,0.90,0.61,0.94,0.67,0.50,0.69,0.70,0.05,0.66,0.87,0.75,0.24,0.97,0.20
265,0.77,0.51,0.90,0.91,0.00,0.75,0.48,0.55,0.95,0.77,0.90,0.61,0.94,0.68,0.50,0.69,0.70,0.05,0.66,0.87,0.76,0.25,0.97,0.19
266,0.76,0.53,0.90,0.91,0.00,0.75,0.48,0.55,0.95,0.77,0.90,0.60,0.94,0.66,0.51,0.69,0.70,0.05,0.66,0.88,0.75,0.23,0.97,0.21
267,0.76,0.58,0.90,0.91,0.00,0.75,0.48,0.55,0.95,0.77,0.90,0.61,0.94,0.67,0.51,0.68,0.70,0.05,0.66,0.89,0.76,0.27,0.97,0.22
268,0.76,0.59,0.90,0.91,0.00,0.75,0.48,0.55,0.96,0.77,0.90,0.60,0.94,0.68,0.51,0.68,0.71,0.05,0.66,0.90,0.73,0.24,0.97,0.22
269,0.76,0.63,0.90,0.91,0.00,0.75,0.48,0.55,0.96,0.77,0.90,0.61,0.94,0.68,0.52,0.68,0.71,0.05,0.66,0.90,0.74,0.24,0.97,0.21
270,0.76,0.68,0.90,0.91,0.00,0.81,0.48,0.55,0.96,0.77,0.88,0.61,0.90,0.67,0.52,0.68,0.71,0.05,0.66,0.90,0.76,0.23,0.97,0.24
271,0.76,0.63,0.90,0.90,0.00,0.80,0.48,0.55,0.96,0.77,0.54,0.61,0.53,0.66,0.36,0.68,0.35,0.05,0.66,0.91,0.72,0.24,0.97,0.24
272,0.76,0.64,0.90,0.90,0.00,0.80,0.48,0.54,0.96,0.77,0.51,0.61,0.51,0.67,0.34,0.68,0.30,0.05,0.66,0.91,0.71,0.25,0.97,0.23
273,0.75,0.66,0.90,0.90,0.00,0.80,0.48,0.54,0.92,0.77,0.26,0.61,0.22,0.67,0.24,0.68,0.15,0.05,0.66,0.91,0.72,0.23,0.97,0.23
274,0.75,0.69,0.90,0.90,0.00,0.80,0.48,0.54,0.71,0.77,0.23,0.61,0.20,0.67,0.14,0.67,0.08,0.05,0.66,0.91,0.68,0.24,0.96,0.23
275,0.75,0.71,0.90,0.90,0.00,0.80,0.48,0.54,0.68,0.77,0.22,0.61,0.20,0.67,0.13,0.67,0.03,0.05,0.66,0.91,0.69,0.24,0.97,0.23
