Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
560,0.76,0.35,0.88,0.95,0.00,0.74,0.49,0.50,0.94,0.74,0.91,0.70,0.94,0.64,0.49,0.65,0.75,0.08,0.62,0.83,0.74,0.30,0.96,0.20
561,0.75,0.33,0.89,0.96,0.00,0.79,0.49,0.50,0.94,0.74,0.91,0.71,0.94,0.64,0.49,0.65,0.74,0.07,0.65,0.81,0.75,0.30,0.96,0.23
562,0.72,0.31,0.78,0.97,0.11,0.67,0.50,0.51,0.93,0.70,0.92,0.67,0.95,0.53,0.53,0.50,0.81,0.07,0.64,0.79,0.71,0.29,0.96,0.25
563,0.70,0.33,0.83,0.98,0.00,0.67,0.50,0.50,0.94,0.71,0.92,0.69,0.94,0.55,0.52,0.62,0.74,0.07,0.67,0.79,0.71,0.29,0.96,0.24
564,0.58,0.38,0.70,0.98,0.00,0.55,0.51,0.51,0.93,0.68,0.92,0.71,0.93,0.51,0.53,0.53,0.81,0.14,0.43,0.77,0.52,0.29,0.93,0.22
565,0.57,0.33,0.73,0.98,0.00,0.62,0.50,0.51,0.93,0.68,0.92,0.71,0.94,0.49,0.53,0.53,0.80,0.18,0.50,0.78,0.56,0.28,0.94,0.23
566,0.60,0.32,0.73,0.97,0.00,0.62,0.50,0.51,0.93,0.68,0.92,0.63,0.94,0.51,0.53,0.46,0.82,0.15,0.54,0.77,0.56,0.29,0.94,0.28
567,0.74,0.34,0.83,0.98,0.00,0.77,0.51,0.51,0.93,0.72,0.91,0.69,0.93,0.56,0.52,0.62,0.76,0.10,0.69,0.79,0.69,0.28,0.96,0.24
568,0.76,0.31,0.83,0.98,0.00,0.71,0.52,0.50,0.94,0.72,0.92,0.69,0.95,0.57,0.51,0.61,0.77,0.09,0.66,0.79,0.71,0.29,0.96,0.23
569,0.79,0.36,0.90,0.98,0.00,0.69,0.52,0.51,0.94,0.75,0.93,0.72,0.96,0.74,0.48,0.78,0.72,0.09,0.62,0.83,0.82,0.29,0.97,0.25
570,0.86,0.37,0.94,0.98,0.00,0.67,0.51,0.51,0.94,0.76,0.92,0.74,0.95,0.85,0.45,0.83,0.68,0.08,0.77,0.85,0.88,0.28,0.98,0.27
571,0.89,0.38,0.96,0.97,0.00,0.78,0.50,0.50,0.94,0.77,0.92,0.75,0.95,0.84,0.44,0.84,0.69,0.07,0.77,0.87,0.90,0.29,0.98,0.29
572,0.87,0.38,0.96,0.98,0.00,0.80,0.51,0.50,0.95,0.77,0.92,0.76,0.95,0.83,0.45,0.83,0.70,0.08,0.74,0.86,0.90,0.30,0.98,0.27
573,0.85,0.37,0.96,0.98,0.00,0.73,0.50,0.50,0.95,0.77,0.93,0.75,0.95,0.83,0.45,0.81,0.71,0.07,0.63,0.85,0.88,0.30,0.98,0.26
574,0.82,0.38,0.96,0.97,0.00,0.77,0.50,0.50,0.95,0.77,0.92,0.76,0.94,0.83,0.44,0.79,0.72,0.07,0.65,0.85,0.87,0.29,0.97,0.28
575,0.25,0.58,0.08,0.97,0.88,0.15,0.53,0.59,0.75,0.55,0.53,0.77,0.50,0.22,0.31,0.25,0.54,0.67,0.27,0.80,0.11,0.29,0.91,0.25
576,0.25,0.59,0.08,0.96,0.88,0.15,0.55,0.61,0.75,0.56,0.52,0.77,0.49,0.21,0.31,0.24,0.54,0.69,0.19,0.79,0.11,0.31,0.91,0.25
577,0.24,0.65,0.08,0.96,0.87,0.10,0.63,0.62,0.74,0.55,0.52,0.77,0.49,0.32,0.31,0.24,0.54,0.62,0.12,0.80,0.09,0.30,0.90,0.25
578,0.62,0.33,0.57,0.95,0.51,0.27,0.51,0.59,0.93,0.66,0.88,0.68,0.89,0.29,0.54,0.34,0.88,0.22,0.44,0.78,0.63,0.29,0.95,0.11
579,0.64,0.34,0.50,0.95,0.64,0.49,0.48,0.88,0.92,0.69,0.90,0.68,0.88,0.49,0.40,0.36,0.86,0.17,0.53,0.78,0.60,0.28,0.95,0.12
580,0.84,0.40,0.96,0.94,0.00,0.71,0.50,0.87,0.94,0.77,0.96,0.74,0.95,0.77,0.40,0.82,0.70,0.07,0.76,0.86,0.85,0.28,0.97,0.28
581,0.84,0.40,0.96,0.96,0.00,0.89,0.52,0.83,0.94,0.99,0.93,0.76,0.96,0.88,0.41,0.80,0.73,0.08,0.65,0.87,0.88,0.29,0.98,0.29
582,0.84,0.41,0.96,0.97,0.00,0.68,0.53,0.86,0.94,0.77,0.92,0.73,0.96,0.89,0.40,0.76,0.73,0.08,0.68,0.87,0.87,0.29,0.98,0.25
583,0.83,0.38,0.96,0.97,0.00,0.82,0.52,0.87,0.94,0.77,0.92,0.75,0.96,0.89,0.39,0.76,0.73,0.08,0.80,0.88,0.88,0.28,0.98,0.21
584,0.76,0.38,0.88,0.97,0.00,0.58,0.49,0.88,0.93,0.73,0.93,0.69,0.97,0.71,0.41,0.67,0.76,0.08,0.70,0.84,0.77,0.28,0.97,0.25
585,0.74,0.35,0.82,0.97,0.00,0.42,0.50,0.88,0.93,0.71,0.93,0.65,0.98,0.56,0.41,0.55,0.81,0.08,0.63,0.81,0.68,0.28,0.95,0.22
586,0.73,0.38,0.84,0.96,0.00,0.86,0.50,0.85,0.93,0.69,0.92,0.66,0.96,0.60,0.41,0.60,0.77,0.08,0.64,0.84,0.72,0.29,0.96,0.27
587,0.77,0.36,0.88,0.96,0.00,0.81,0.50,0.52,0.94,0.71,0.92,0.68,0.96,0.71,0.48,0.71,0.75,0.08,0.72,0.84,0.81,0.28,0.97,0.23
588,0.81,0.39,0.88,0.97,0.00,0.76,0.51,0.52,0.95,0.72,0.93,0.68,0.97,0.71,0.50,0.71,0.75,0.08,0.72,0.84,0.80,0.28,0.97,0.27
589,0.83,0.43,0.93,0.96,0.00,0.82,0.51,0.51,0.95,0.75,0.93,0.72,0.97,0.82,0.48,0.78,0.74,0.08,0.74,0.87,0.86,0.28,0.98,0.29
590,0.86,0.41,0.96,0.97,0.00,0.86,0.51,0.51,0.95,0.77,0.92,0.75,0.95,0.81,0.47,0.83,0.72,0.08,0.76,0.85,0.90,0.28,0.98,0.30
591,0.88,0.41,0.96,0.97,0.00,0.86,0.51,0.51,0.95,0.77,0.92,0.75,0.95,0.81,0.46,0.83,0.70,0.07,0.76,0.84,0.90,0.28,0.98,0.30
592,0.88,0.39,0.96,0.97,0.00,0.77,0.52,0.50,0.95,0.77,0.92,0.74,0.96,0.81,0.47,0.83,0.71,0.07,0.68,0.84,0.89,0.29,0.98,0.27
593,0.86,0.40,0.96,0.96,0.00,0.77,0.53,0.53,0.94,0.77,0.93,0.74,0.98,0.81,0.48,0.85,0.71,0.07,0.65,0.84,0.89,0.29,0.98,0.28
594,0.83,0.39,0.94,0.96,0.00,0.77,0.52,0.53,0.94,0.76,0.92,0.73,0.96,0.77,0.47,0.80,0.71,0.07,0.62,0.84,0.85,0.29,0.98,0.28
595,0.85,0.38,0.96,0.96,0.00,0.77,0.51,0.57,0.94,0.77,0.92,0.72,0.96,0.78,0.48,0.81,0.70,0.07,0.67,0.83,0.86,0.28,0.98,0.32
596,0.73,0.34,0.83,0.96,0.00,0.71,0.51,0.57,0.94,0.72,0.92,0.66,0.98,0.47,0.54,0.59,0.79,0.08,0.45,0.77,0.68,0.29,0.95,0.26
597,0.63,0.33,0.78,0.95,0.00,0.52,0.46,0.57,0.94,0.70,0.92,0.62,0.95,0.37,0.57,0.46,0.85,0.09,0.60,0.74,0.59,0.28,0.94,0.26
598,0.64,0.37,0.79,0.96,0.00,0.70,0.50,0.56,0.93,0.70,0.88,0.66,0.92,0.45,0.54,0.56,0.78,0.10,0.51,0.76,0.62,0.28,0.94,0.27
599,0.82,0.39,0.96,0.96,0.00,0.88,0.49,0.56,0.93,0.77,0.90,0.75,0.94,0.82,0.47,0.81,0.71,0.09,0.78,0.84,0.87,0.27,0.98,0.26
600,0.81,0.38,0.91,0.94,0.00,0.81,0.51,0.56,0.93,0.75,0.92,0.71,0.95,0.67,0.50,0.74,0.74,0.08,0.72,0.81,0.81,0.28,0.97,0.23
601,0.79,0.37,0.91,0.95,0.00,0.41,0.56,0.57,0.93,0.75,0.91,0.66,0.96,0.66,0.50,0.77,0.73,0.07,0.65,0.81,0.80,0.28,0.97,0.20
602,0.80,0.37,0.91,0.97,0.00,0.63,0.49,0.57,0.93,0.75,0.91,0.68,0.95,0.66,0.49,0.75,0.72,0.07,0.73,0.82,0.81,0.27,0.97,0.20
603,0.81,0.37,0.91,0.97,0.00,0.83,0.48,0.57,0.93,0.74,0.91,0.71,0.95,0.66,0.50,0.75,0.72,0.08,0.76,0.81,0.83,0.27,0.97,0.26
604,0.84,0.39,0.91,0.97,0.00,0.73,0.48,0.55,0.93,0.75,0.91,0.71,0.95,0.69,0.49,0.75,0.73,0.08,0.75,0.82,0.83,0.27,0.98,0.25
605,0.87,0.40,0.91,0.97,0.00,0.41,0.49,0.56,0.94,0.75,0.92,0.69,0.96,0.73,0.48,0.75,0.73,0.09,0.67,0.83,0.82,0.28,0.98,0.21
606,0.86,0.41,0.97,0.96,0.00,0.76,0.49,0.57,0.94,0.77,0.92,0.75,0.97,0.79,0.48,0.84,0.72,0.08,0.72,0.85,0.90,0.28,0.98,0.24
607,0.84,0.38,0.97,0.96,0.00,0.82,0.47,0.57,0.93,0.78,0.90,0.75,0.95,0.77,0.48,0.82,0.70,0.07,0.76,0.84,0.89,0.27,0.98,0.31
608,0.87,0.32,0.86,0.95,0.00,0.40,0.46,0.57,0.93,0.73,0.86,0.66,0.91,0.69,0.48,0.58,0.77,0.08,0.70,0.75,0.70,0.27,0.96,0.19
609,0.83,0.39,0.91,0.95,0.00,0.86,0.49,0.55,0.94,0.76,0.92,0.74,0.95,0.85,0.46,0.64,0.76,0.07,0.69,0.82,0.82,0.28,0.98,0.27
610,0.84,0.39,0.96,0.95,0.00,0.84,0.50,0.57,0.93,0.78,0.93,0.75,0.97,0.80,0.47,0.82,0.73,0.07,0.62,0.85,0.89,0.29,0.98,0.27
611,0.82,0.37,0.88,0.95,0.00,0.80,0.47,0.56,0.94,0.75,0.91,0.71,0.96,0.68,0.49,0.66,0.75,0.07,0.62,0.81,0.79,0.28,0.97,0.28
612,0.82,0.38,0.93,0.94,0.00,0.75,0.46,0.56,0.94,0.77,0.92,0.72,0.97,0.87,0.46,0.74,0.75,0.07,0.65,0.83,0.85,0.29,0.98,0.34
613,0.84,0.37,0.93,0.96,0.00,0.58,0.48,0.55,0.94,0.77,0.89,0.71,0.95,0.89,0.45,0.74,0.73,0.08,0.72,0.82,0.85,0.28,0.98,0.27
614,0.81,0.36,0.88,0.97,0.00,0.78,0.47,0.55,0.94,0.75,0.91,0.71,0.96,0.76,0.48,0.70,0.74,0.09,0.68,0.81,0.80,0.28,0.97,0.27
615,0.88,0.40,0.93,0.97,0.00,0.88,0.49,0.56,0.94,0.76,0.92,0.74,0.96,0.87,0.45,0.78,0.73,0.08,0.69,0.83,0.88,0.29,0.98,0.25
616,0.85,0.38,0.93,0.97,0.00,0.56,0.48,0.56,0.93,0.76,0.92,0.71,0.96,0.83,0.46,0.78,0.73,0.08,0.77,0.82,0.87,0.28,0.98,0.25
617,0.70,0.33,0.80,0.95,0.00,0.59,0.49,0.56,0.94,0.71,0.92,0.65,0.96,0.51,0.52,0.55,0.81,0.09,0.52,0.77,0.67,0.29,0.95,0.16
618,0.76,0.37,0.88,0.94,0.00,0.79,0.45,0.56,0.93,0.74,0.89,0.71,0.93,0.81,0.46,0.66,0.73,0.10,0.70,0.80,0.79,0.28,0.97,0.21
619,0.77,0.36,0.88,0.93,0.00,0.54,0.45,0.57,0.93,0.74,0.89,0.69,0.93,0.81,0.45,0.67,0.73,0.09,0.70,0.79,0.75,0.27,0.96,0.22
620,0.76,0.36,0.88,0.94,0.00,0.82,0.44,0.56,0.93,0.74,0.88,0.71,0.93,0.81,0.45,0.66,0.73,0.09,0.69,0.80,0.76,0.27,0.96,0.21
621,0.75,0.34,0.88,0.95,0.00,0.52,0.43,0.54,0.76,0.74,0.56,0.68,0.61,0.81,0.24,0.64,0.48,0.08,0.63,0.79,0.72,0.28,0.96,0.26
622,0.77,0.35,0.88,0.95,0.00,0.81,0.49,0.51,0.93,0.74,0.88,0.71,0.92,0.81,0.44,0.68,0.72,0.09,0.48,0.80,0.75,0.28,0.96,0.20
623,0.63,0.29,0.69,0.96,0.13,0.80,0.48,0.55,0.93,0.66,0.91,0.59,0.94,0.34,0.54,0.39,0.86,0.10,0.45,0.73,0.57,0.28,0.94,0.26
624,0.67,0.33,0.81,0.96,0.00,0.29,0.50,0.58,0.93,0.71,0.90,0.61,0.96,0.50,0.54,0.56,0.80,0.09,0.48,0.75,0.64,0.28,0.95,0.21
625,0.82,0.33,0.88,0.96,0.00,0.63,0.47,0.56,0.93,0.74,0.89,0.68,0.94,0.66,0.49,0.70,0.73,0.07,0.69,0.79,0.80,0.27,0.97,0.29
626,0.68,0.32,0.80,0.95,0.00,0.39,0.47,0.57,0.93,0.70,0.86,0.62,0.92,0.43,0.53,0.59,0.74,0.22,0.60,0.77,0.63,0.28,0.95,0.29
627,0.69,0.33,0.80,0.96,0.00,0.89,0.48,0.57,0.94,0.70,0.87,0.66,0.92,0.46,0.53,0.57,0.76,0.12,0.58,0.77,0.66,0.28,0.95,0.28
628,0.72,0.30,0.80,0.97,0.00,0.67,0.47,0.57,0.93,0.70,0.86,0.64,0.89,0.47,0.52,0.57,0.75,0.12,0.59,0.77,0.66,0.27,0.95,0.28
629,0.85,0.35,0.84,0.95,0.00,0.43,0.53,0.57,0.94,0.72,0.92,0.66,0.96,0.54,0.52,0.63,0.76,0.08,0.66,0.80,0.75,0.27,0.96,0.26
630,0.84,0.38,0.91,0.96,0.00,0.85,0.48,0.56,0.94,0.75,0.91,0.72,0.95,0.74,0.49,0.75,0.72,0.08,0.76,0.83,0.85,0.27,0.98,0.29
631,0.82,0.37,0.91,0.96,0.00,0.81,0.47,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.73,0.72,0.08,0.70,0.83,0.84,0.28,0.97,0.27
632,0.80,0.29,0.91,0.96,0.00,0.80,0.49,0.56,0.94,0.75,0.91,0.71,0.95,0.78,0.47,0.77,0.72,0.08,0.59,0.76,0.80,0.28,0.97,0.27
633,0.82,0.39,0.91,0.96,0.00,0.68,0.49,0.56,0.94,0.75,0.91,0.70,0.96,0.71,0.49,0.77,0.72,0.09,0.66,0.84,0.83,0.28,0.97,0.27
634,0.83,0.38,0.93,0.97,0.00,0.87,0.46,0.57,0.94,0.76,0.92,0.72,0.96,0.74,0.49,0.74,0.73,0.09,0.77,0.83,0.85,0.27,0.98,0.26
635,0.81,0.36,0.93,0.95,0.00,0.89,0.45,0.56,0.94,0.76,0.92,0.72,0.97,0.74,0.49,0.76,0.73,0.09,0.77,0.84,0.85,0.27,0.98,0.26
636,0.81,0.37,0.93,0.94,0.00,0.52,0.49,0.55,0.94,0.76,0.92,0.69,0.98,0.74,0.49,0.76,0.73,0.09,0.75,0.85,0.83,0.28,0.97,0.27
637,0.84,0.38,0.93,0.95,0.00,0.70,0.52,0.55,0.94,0.76,0.92,0.71,0.97,0.74,0.48,0.77,0.73,0.08,0.66,0.84,0.83,0.28,0.97,0.27
638,0.79,0.36,0.93,0.97,0.00,0.81,0.47,0.55,0.94,0.76,0.91,0.72,0.95,0.74,0.48,0.76,0.73,0.08,0.76,0.82,0.84,0.27,0.97,0.26
639,0.67,0.29,0.80,0.95,0.00,0.97,0.50,0.54,0.73,0.69,0.43,0.67,0.45,0.40,0.26,0.53,0.36,0.07,0.40,0.78,0.60,0.30,0.95,0.22
640,0.86,0.38,0.96,0.96,0.00,0.48,0.49,0.53,0.94,0.77,0.91,0.72,0.95,0.81,0.47,0.76,0.72,0.07,0.72,0.84,0.88,0.28,0.98,0.30
641,0.84,0.35,0.96,0.95,0.00,0.72,0.54,0.54,0.94,0.77,0.92,0.75,0.96,0.81,0.47,0.77,0.72,0.08,0.67,0.84,0.89,0.28,0.98,0.26
642,0.84,0.36,0.96,0.95,0.00,0.74,0.45,0.55,0.93,0.77,0.91,0.75,0.94,0.81,0.46,0.77,0.72,0.08,0.83,0.85,0.88,0.27,0.98,0.24
643,0.66,0.34,0.81,0.94,0.00,0.62,0.42,0.55,0.92,0.71,0.90,0.66,0.94,0.48,0.53,0.50,0.82,0.09,0.63,0.76,0.64,0.28,0.95,0.25
644,0.64,0.32,0.79,0.97,0.00,0.52,0.41,0.55,0.91,0.70,0.87,0.64,0.92,0.42,0.53,0.44,0.81,0.12,0.60,0.74,0.61,0.28,0.94,0.27
645,0.62,0.27,0.75,0.98,0.00,0.83,0.45,0.58,0.87,0.67,0.84,0.64,0.88,0.35,0.50,0.36,0.82,0.12,0.59,0.72,0.57,0.28,0.94,0.22
646,0.80,0.27,0.91,0.96,0.00,0.77,0.44,0.55,0.84,0.74,0.84,0.70,0.88,0.71,0.40,0.73,0.66,0.08,0.74,0.80,0.81,0.28,0.97,0.27
647,0.81,0.33,0.88,0.95,0.00,0.71,0.48,0.54,0.64,0.74,0.78,0.69,0.91,0.64,0.31,0.70,0.68,0.08,0.61,0.82,0.77,0.28,0.96,0.28
648,0.66,0.30,0.81,0.97,0.00,0.24,0.54,0.53,0.63,0.71,0.79,0.61,0.91,0.46,0.33,0.58,0.73,0.09,0.40,0.76,0.65,0.29,0.95,0.24
649,0.66,0.29,0.71,0.97,0.00,0.24,0.48,0.52,0.60,0.67,0.82,0.56,0.91,0.27,0.32,0.42,0.79,0.10,0.39,0.73,0.52,0.29,0.93,0.24
650,0.66,0.31,0.75,0.97,0.00,0.79,0.47,0.52,0.61,0.69,0.85,0.63,0.90,0.35,0.32,0.50,0.75,0.10,0.49,0.73,0.59,0.28,0.94,0.21
651,0.66,0.32,0.80,0.97,0.00,0.79,0.47,0.52,0.63,0.70,0.85,0.65,0.89,0.46,0.33,0.58,0.72,0.11,0.56,0.76,0.65,0.28,0.95,0.24
652,0.30,0.61,0.18,0.96,0.78,0.12,0.65,0.39,0.80,0.60,0.84,0.85,0.79,0.23,0.34,0.43,0.74,0.67,0.24,0.76,0.17,0.27,0.91,0.27
653,0.69,0.32,0.70,0.95,0.23,0.79,0.47,0.52,0.78,0.75,0.87,0.75,0.88,0.47,0.37,0.41,0.82,0.13,0.44,0.77,0.64,0.29,0.95,0.25
654,0.72,0.34,0.88,0.96,0.00,0.60,0.47,0.51,0.80,0.75,0.85,0.67,0.90,0.67,0.33,0.63,0.70,0.08,0.59,0.78,0.74,0.28,0.96,0.26
655,0.80,0.38,0.96,0.95,0.00,0.71,0.46,0.51,0.79,0.76,0.86,0.71,0.90,0.83,0.31,0.81,0.61,0.09,0.71,0.82,0.86,0.28,0.98,0.28
656,0.86,0.41,0.96,0.95,0.00,0.70,0.47,0.51,0.80,0.76,0.86,0.72,0.89,0.81,0.33,0.87,0.59,0.08,0.71,0.84,0.88,0.28,0.98,0.30
657,0.85,0.41,0.99,0.95,0.00,0.76,0.50,0.51,0.82,0.77,0.86,0.74,0.90,0.87,0.34,0.84,0.63,0.08,0.65,0.84,0.88,0.28,0.98,0.26
658,0.84,0.42,0.99,0.94,0.00,0.79,0.50,0.52,0.83,0.77,0.87,0.74,0.90,0.86,0.33,0.84,0.64,0.07,0.64,0.85,0.87,0.28,0.98,0.23
659,0.85,0.44,0.99,0.95,0.00,0.83,0.49,0.50,0.84,0.77,0.87,0.74,0.89,0.86,0.34,0.85,0.62,0.07,0.70,0.85,0.87,0.28,0.98,0.28
660,0.87,0.44,0.99,0.94,0.00,0.86,0.51,0.49,0.85,0.77,0.87,0.74,0.90,0.86,0.34,0.86,0.62,0.08,0.71,0.85,0.89,0.28,0.98,0.26
661,0.87,0.42,0.99,0.94,0.00,0.85,0.52,0.51,0.85,0.78,0.88,0.75,0.90,0.88,0.35,0.88,0.63,0.07,0.67,0.86,0.91,0.29,0.98,0.25
662,0.85,0.40,0.99,0.96,0.00,0.85,0.51,0.50,0.86,0.78,0.87,0.76,0.87,0.89,0.34,0.87,0.63,0.07,0.71,0.86,0.92,0.27,0.98,0.26
663,0.86,0.39,0.96,0.96,0.00,0.86,0.49,0.50,0.85,0.77,0.87,0.75,0.86,0.84,0.36,0.81,0.62,0.07,0.67,0.85,0.88,0.28,0.98,0.25
664,0.85,0.40,0.96,0.96,0.00,0.86,0.50,0.51,0.86,0.77,0.87,0.75,0.85,0.83,0.39,0.84,0.62,0.07,0.62,0.84,0.90,0.28,0.98,0.27
665,0.71,0.35,0.84,0.96,0.00,0.80,0.48,0.51,0.87,0.72,0.86,0.70,0.87,0.56,0.46,0.61,0.71,0.08,0.62,0.79,0.72,0.28,0.96,0.25
666,0.71,0.36,0.84,0.97,0.00,0.78,0.48,0.52,0.89,0.71,0.90,0.69,0.89,0.58,0.47,0.60,0.74,0.08,0.60,0.79,0.72,0.28,0.96,0.28
667,0.68,0.34,0.84,0.98,0.00,0.70,0.47,0.52,0.89,0.69,0.89,0.64,0.90,0.60,0.48,0.62,0.72,0.08,0.59,0.77,0.71,0.28,0.96,0.22
668,0.57,0.32,0.43,0.96,0.76,0.06,0.35,0.53,0.91,0.57,0.95,0.76,0.92,0.22,0.54,0.36,0.85,0.22,0.55,0.74,0.57,0.28,0.94,0.12
669,0.53,0.33,0.43,0.96,0.60,0.59,0.43,0.52,0.91,0.55,0.95,0.73,0.91,0.23,0.55,0.36,0.85,0.24,0.48,0.74,0.50,0.28,0.93,0.33
670,0.61,0.33,0.59,0.95,0.37,0.64,0.46,0.52,0.92,0.67,0.92,0.77,0.87,0.42,0.53,0.41,0.83,0.16,0.59,0.75,0.59,0.27,0.94,0.25
671,0.66,0.33,0.59,0.96,0.37,0.64,0.48,0.51,0.92,0.65,0.93,0.77,0.88,0.39,0.53,0.41,0.83,0.14,0.53,0.76,0.59,0.28,0.94,0.27
672,0.80,0.37,0.90,0.97,0.00,0.62,0.49,0.52,0.93,0.75,0.93,0.70,0.97,0.71,0.47,0.78,0.67,0.09,0.71,0.82,0.83,0.28,0.97,0.24
673,0.88,0.41,0.97,0.95,0.00,0.71,0.49,0.53,0.92,0.77,0.92,0.73,0.96,0.84,0.44,0.88,0.66,0.08,0.76,0.86,0.93,0.28,0.98,0.26
674,0.37,0.45,0.60,0.87,0.00,0.26,0.30,0.63,0.89,0.62,0.88,0.48,0.88,0.28,0.62,0.22,0.88,0.35,0.16,0.64,0.27,0.04,0.83,0.11
675,0.37,0.43,0.27,0.88,0.55,0.26,0.43,0.59,0.86,0.64,0.84,0.60,0.81,0.29,0.60,0.22,0.85,0.53,0.16,0.66,0.16,0.03,0.83,0.11
676,0.46,0.40,0.44,0.88,0.42,0.26,0.41,0.58,0.88,0.68,0.83,0.74,0.78,0.28,0.61,0.22,0.85,0.39,0.21,0.66,0.28,0.04,0.84,0.11
677,0.55,0.38,0.55,0.89,0.44,0.26,0.43,0.50,0.92,0.68,0.90,0.77,0.83,0.31,0.74,0.22,0.93,0.23,0.28,0.65,0.47,0.02,0.86,0.17
678,0.54,0.52,0.60,0.90,0.15,0.56,0.44,0.51,0.93,0.68,0.92,0.77,0.82,0.37,0.97,0.24,0.94,0.24,0.29,0.65,0.39,0.05,0.85,0.26
679,0.51,0.39,0.60,0.90,0.09,0.95,0.46,0.51,0.93,0.68,0.92,0.77,0.86,0.42,0.95,0.24,0.95,0.27,0.26,0.66,0.39,0.04,0.85,0.34
680,0.42,0.34,0.53,0.90,0.08,0.27,0.45,0.51,0.93,0.66,0.92,0.73,0.86,0.41,0.95,0.22,0.96,0.35,0.23,0.65,0.29,0.04,0.85,0.28
681,0.43,0.36,0.53,0.89,0.05,0.27,0.47,0.51,0.94,0.66,0.92,0.73,0.86,0.42,0.95,0.22,0.97,0.35,0.19,0.65,0.28,0.04,0.85,0.33
682,0.57,0.28,0.63,0.92,0.09,0.90,0.49,0.50,0.92,0.63,0.91,0.77,0.83,0.39,0.93,0.29,0.87,0.17,0.31,0.65,0.47,0.04,0.85,0.30
683,0.58,0.38,0.63,0.91,0.09,0.22,0.48,0.51,0.92,0.63,0.90,0.71,0.83,0.29,0.95,0.31,0.85,0.18,0.33,0.65,0.46,0.03,0.85,0.30
684,0.58,0.54,0.63,0.90,0.06,0.80,0.49,0.52,0.94,0.63,0.95,0.70,0.89,0.32,0.97,0.33,0.87,0.16,0.32,0.70,0.46,0.09,0.85,0.25
685,0.61,0.49,0.68,0.92,0.07,0.92,0.46,0.51,0.95,0.64,0.94,0.74,0.86,0.38,0.96,0.39,0.83,0.17,0.36,0.72,0.52,0.04,0.86,0.29
686,0.63,0.54,0.68,0.92,0.07,0.91,0.47,0.51,0.95,0.64,0.93,0.73,0.86,0.37,0.96,0.45,0.81,0.16,0.37,0.72,0.54,0.05,0.86,0.27
687,0.74,0.54,0.74,0.94,0.12,0.79,0.47,0.83,0.96,0.74,0.93,0.83,0.88,0.36,0.84,0.51,0.79,0.12,0.46,0.73,0.67,0.05,0.87,0.19
688,0.72,0.58,0.74,0.93,0.11,0.92,0.47,0.48,0.95,0.68,0.91,0.92,0.82,0.50,0.91,0.56,0.73,0.15,0.45,0.74,0.65,0.10,0.87,0.25
689,0.77,0.53,0.80,0.93,0.00,0.27,0.47,0.49,0.95,0.70,0.92,0.60,0.92,0.64,0.90,0.62,0.72,0.11,0.46,0.74,0.68,0.05,0.87,0.23
690,0.77,0.54,0.80,0.93,0.00,0.96,0.48,0.49,0.95,0.70,0.91,0.67,0.89,0.64,0.90,0.61,0.72,0.11,0.48,0.75,0.70,0.05,0.87,0.21
691,0.77,0.56,0.80,0.91,0.00,0.92,0.49,0.49,0.95,0.70,0.91,0.66,0.90,0.63,0.90,0.58,0.73,0.10,0.49,0.75,0.69,0.06,0.87,0.26
692,0.77,0.56,0.80,0.91,0.00,0.92,0.50,0.48,0.95,0.70,0.92,0.66,0.91,0.64,0.90,0.59,0.74,0.09,0.48,0.75,0.70,0.05,0.87,0.24
693,0.77,0.57,0.80,0.93,0.00,0.20,0.50,0.48,0.95,0.70,0.92,0.61,0.90,0.65,0.90,0.60,0.73,0.09,0.48,0.75,0.67,0.04,0.87,0.23
694,0.77,0.57,0.80,0.94,0.00,0.92,0.49,0.48,0.95,0.70,0.91,0.66,0.89,0.64,0.90,0.61,0.72,0.10,0.51,0.75,0.69,0.04,0.87,0.24
695,0.78,0.60,0.81,0.94,0.00,0.92,0.50,0.49,0.95,0.70,0.92,0.67,0.91,0.68,0.89,0.65,0.72,0.11,0.52,0.75,0.72,0.06,0.88,0.29
696,0.76,0.57,0.81,0.95,0.00,0.38,0.50,0.48,0.95,0.70,0.91,0.60,0.90,0.68,0.91,0.61,0.72,0.11,0.50,0.73,0.68,0.07,0.87,0.26
697,0.76,0.57,0.81,0.95,0.00,0.95,0.48,0.49,0.95,0.70,0.90,0.67,0.89,0.68,0.90,0.63,0.71,0.11,0.51,0.73,0.71,0.06,0.88,0.27
698,0.77,0.57,0.81,0.95,0.00,0.95,0.48,0.49,0.95,0.70,0.90,0.67,0.88,0.67,0.91,0.61,0.71,0.11,0.51,0.73,0.70,0.07,0.88,0.25
699,0.75,0.57,0.81,0.91,0.00,0.93,0.50,0.48,0.95,0.70,0.91,0.67,0.90,0.69,0.89,0.64,0.71,0.11,0.48,0.73,0.69,0.08,0.88,0.23
700,0.78,0.53,0.80,0.94,0.00,0.90,0.49,0.49,0.95,0.69,0.91,0.66,0.89,0.63,0.92,0.59,0.73,0.11,0.51,0.73,0.68,0.05,0.87,0.25
701,0.77,0.54,0.80,0.95,0.03,0.89,0.51,0.48,0.95,0.69,0.92,0.72,0.88,0.66,0.89,0.57,0.74,0.10,0.51,0.73,0.70,0.05,0.88,0.23
